--------- beginning of system
09-17 11:10:23.585  1469  1501 E storaged: getDiskStats failed with result NOT_SUPPORTED and size 0
--------- beginning of main
09-17 11:10:23.669  4945  4945 I appproc : app_process main with argv: /system/bin com.android.commands.input.Input tap 952 795 
09-17 11:10:23.669  4945  4945 D AndroidRuntime: >>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<
09-17 11:10:23.672  4945  4945 E cutils-trace: Error opening trace file: No such file or directory (2)
09-17 11:10:43.225  1905  1905 W System.err: java.lang.Exception: Toast callstack! strTip=Superuser granted to Shell
09-17 11:10:43.225  1905  1905 W System.err: 	at android.widget.Toast.show(Toast.java:143)
09-17 11:10:43.225  1905  1905 W System.err: 	at com.koushikdutta.superuser.SuReceiver.onReceive(SuReceiver.java:97)
09-17 11:10:43.225  1905  1905 W System.err: 	at android.app.ActivityThread.handleReceiver(ActivityThread.java:3424)
09-17 11:10:43.225  1905  1905 W System.err: 	at android.app.ActivityThread.access$1200(ActivityThread.java:207)
09-17 11:10:43.225  1905  1905 W System.err: 	at android.app.ActivityThread$H.handleMessage(ActivityThread.java:1674)
09-17 11:10:43.225  1905  1905 W System.err: 	at android.os.Handler.dispatchMessage(Handler.java:106)
09-17 11:10:43.225  1905  1905 W System.err: 	at android.os.Looper.loop(Looper.java:193)
09-17 11:10:43.225  1905  1905 W System.err: 	at android.app.ActivityThread.main(ActivityThread.java:6838)
09-17 11:10:43.225  1905  1905 W System.err: 	at java.lang.reflect.Method.invoke(Native Method)
09-17 11:10:43.225  1905  1905 W System.err: 	at com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run(RuntimeInit.java:493)
09-17 11:10:43.225  1905  1905 W System.err: 	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:860)
09-17 11:10:43.226  7729  7729 D su      : sending code
09-17 11:10:43.228  7733  7733 D su      : su invoked.
09-17 11:10:43.231  7736  7736 D su      : Allowing shell.
09-17 11:10:43.233  7559  7559 D AndroidRuntime: Shutting down VM
09-17 11:10:43.268  7697  7697 D su      : remote uid: 2000
09-17 11:10:43.271  7741  7741 D su      : client exited 1
09-17 11:10:43.271  7739  7739 D su      : Allowing shell.
09-17 11:10:43.272  7742  7742 D su      : Allowing shell.
09-17 11:10:43.274  7746  7746 D su      : remote args: 5
09-17 11:10:43.281  7714  7714 D su      : su invoked.
09-17 11:10:43.282  7717  7717 D su      : remote pts_slave: 
09-17 11:10:43.282  7711  7711 D su      : client exited 1
09-17 11:10:43.284  7686  7686 D su      : remote req pid: 7470
09-17 11:10:43.284  7690  7690 D su      : waiting for child exit
09-17 11:10:43.284  7644  7644 I appproc : app_process main with argv: /system/bin com.android.commands.am.Am broadcast -n com.android.settings/com.android.settings.cyanogenmod.superuser.SuReceiver --ei binary_version 16 --es from_name shell --es desired_name  --ei uid 2000 --ei desired_uid 0 --es command sh --es action allow --user 0 
09-17 11:10:43.285  7644  7644 D AndroidRuntime: >>>>>> START com.android.internal.os.RuntimeInit uid 0 <<<<<<
09-17 11:10:43.291  7644  7644 E cutils-trace: Error opening trace file: No such file or directory (2)
09-17 11:10:43.292  7731  7731 D su      : 2000 /system/bin/sh executing 0 sh using binary sh : sh -c dd if=/proc/3856/mem bs=1048576 skip=123962728 count=2 2>/dev/null | grep -qa -o "$(printf "\xa0\x93\xa9\x06\x00\x00\x00\x00")"
09-17 11:10:43.296  7754  7754 D su      : remote uid: 2000
09-17 11:10:43.297  7740  7740 D su      : child exited
09-17 11:10:43.297  7747  7747 D su      : remote req pid: 7400
09-17 11:10:43.298  7727  7727 D su      : waiting for child exit
09-17 11:10:43.299  7713  7713 D su      : 2000 /system/bin/sh executing 0 sh using binary sh : sh -c dd if=/proc/3856/mem bs=1048576 skip=123962238 count=6 2>/dev/null | grep -qa -o "$(printf "\xa0\x93\xa9\x06\x00\x00\x00\x00")"
09-17 11:10:43.299  7744  7744 D su      : 2000 /system/bin/sh executing 0 sh using binary sh : sh -c dd if=/proc/3856/mem bs=1048576 skip=123963084 count=6 2>/dev/null | grep -qa -o "$(printf "\xa0\x93\xa9\x06\x00\x00\x00\x00")"
09-17 11:10:43.299  7745  7745 D su      : sending code
09-17 11:10:43.304  7753  7753 D su      : Allowing shell.
09-17 11:10:43.318  7749  7749 D su      : 2000 /system/bin/sh executing 0 sh using binary sh : sh -c dd if=/proc/3856/mem bs=1048576 skip=123962102 count=2 2>/dev/null | grep -qa -o "$(printf "\xa0\x93\xa9\x06\x00\x00\x00\x00")"
09-17 11:10:43.323  7755  7755 D su      : remote args: 5
09-17 11:10:43.326  7551  7551 V libnb   : enter native_bridge2_isCompatibleWith 3
09-17 11:10:43.336  7551  7551 I libnb   : Found /system/lib64/libhoudini.so version 3
09-17 11:10:43.370  7751  7751 D su      : 2000 /system/bin/sh executing 0 sh using binary sh : sh -c dd if=/proc/3856/mem bs=1048576 skip=123962806 count=2 2>/dev/null | grep -qa -o "$(printf "\xa0\x93\xa9\x06\x00\x00\x00\x00")"
09-17 11:10:43.371  7728  7728 I sh      : type=1400 audit(0.0:1607): avc: denied { read } for path="/system/bin/sh" dev="sda2" ino=1684 scontext=u:r:su:s0 tcontext=u:object_r:shell_exec:s0 tclass=file permissive=1
09-17 11:10:43.371  7708  7708 I su      : type=1400 audit(0.0:1608): avc: denied { execute } for name="sh" dev="sda2" ino=1684 scontext=u:r:su:s0 tcontext=u:object_r:shell_exec:s0 tclass=file permissive=1
09-17 11:10:43.371  7708  7708 I su      : type=1400 audit(0.0:1609): avc: denied { open } for path="/system/bin/sh" dev="sda2" ino=1684 scontext=u:r:su:s0 tcontext=u:object_r:shell_exec:s0 tclass=file permissive=1
09-17 11:10:43.371  7708  7708 I su      : type=1400 audit(0.0:1610): avc: denied { execute_no_trans } for path="/system/bin/sh" dev="sda2" ino=1684 scontext=u:r:su:s0 tcontext=u:object_r:shell_exec:s0 tclass=file permissive=1
09-17 11:10:43.371  7708  7708 I sh      : type=1400 audit(0.0:1611): avc: denied { getattr } for path="/system/bin/sh" dev="sda2" ino=1684 scontext=u:r:su:s0 tcontext=u:object_r:shell_exec:s0 tclass=file permissive=1
09-17 11:10:43.371  7762  7762 D su      : client exited 1
09-17 11:10:43.372  1423  1531 D AudioFlinger: mixer(0xf3483640) throttle end: throttle time(10)
09-17 11:10:43.372  7759  7759 D su      : remote args: 5
09-17 11:10:43.373  7769  7769 D su      : waiting for child exit
09-17 11:10:43.376  7771  7771 D su      : 2000 /system/bin/sh executing 0 sh using binary sh : sh -c dd if=/proc/3856/mem bs=1048576 skip=123963582 count=2 2>/dev/null | grep -qa -o "$(printf "\xa0\x93\xa9\x06\x00\x00\x00\x00")"
09-17 11:10:43.377  7758  7758 D su      : remote req pid: 7442
09-17 11:10:43.405  7644  7644 V libnb   : enter native_bridge2_isCompatibleWith 3
09-17 11:10:43.416  3856  3949 I         : 
09-17 11:10:43.416  3856  3949 I         : ERROR *****************************************************************************
09-17 11:10:43.416  3856  3949 I [11:10:43.416] M : [ERROR] Bundle::iterator::unpack( authenticate ): Not enough data on stream at 11 for payload (1 left, needed 4)
09-17 11:10:43.416  3856  3949 I         : 
09-17 11:10:43.416  3856  3949 I         : ERROR *****************************************************************************
09-17 11:10:43.416  3856  3949 I [11:10:43.416] M : [ERROR] Bundle::iterator::unpack: Got corrupted message header
09-17 11:10:43.416  3856  3949 I         : 
09-17 11:10:43.416  3856  3949 I         : ERROR *****************************************************************************
09-17 11:10:43.416  3856  3949 I [11:10:43.416] M : [ERROR] Nub::processOrderedPacket( 172.16.1.2:25010 ): Discarding bundle due to corrupted header for message id 0
09-17 11:10:43.416  3856  3949 I         : WARNING ***************************************************************************
09-17 11:10:43.416  3856  3949 I [11:10:43.416] M : [WARNING] MainApp::poll: poll returned unexpectedly (REASON_CORRUPTED_PACKET).
09-17 11:10:43.424  7644  7644 I libnb   : Found /system/lib64/libhoudini.so version 3
09-17 11:10:43.425  7752  7752 D su      : sending code
09-17 11:10:43.462  7787  7787 D su      : waiting for child exit
09-17 11:10:43.466  7790  7790 D su      : su invoked.
09-17 11:10:43.466  7792  7792 D su      : su invoked.
09-17 11:10:43.469  7730  7730 I appproc : app_process main with argv: /system/bin com.android.commands.am.Am broadcast -n com.android.settings/com.android.settings.cyanogenmod.superuser.SuReceiver --ei binary_version 16 --es from_name shell --es desired_name  --ei uid 2000 --ei desired_uid 0 --es command sh --es action allow --user 0 
09-17 11:10:43.469  7730  7730 D AndroidRuntime: >>>>>> START com.android.internal.os.RuntimeInit uid 0 <<<<<<
09-17 11:10:43.474  7781  7781 D su      : waiting for child exit
09-17 11:10:43.475  7763  7763 D su      : child exited
09-17 11:10:43.476  7730  7730 E cutils-trace: Error opening trace file: No such file or directory (2)
09-17 11:10:43.478  7776  7776 D su      : su invoked.
09-17 11:10:43.481  7783  7783 D su      : remote args: 5
09-17 11:10:43.482  7793  7793 D su      : client exited 1
09-17 11:10:43.482  3856  3949 I NeoXDevice: On App CMD 40
09-17 11:10:43.512  7794  7794 D su      : child exited
09-17 11:10:43.513  7730  7730 V libnb   : enter native_bridge2_isCompatibleWith 3
09-17 11:10:43.519  7730  7730 I libnb   : Found /system/lib64/libhoudini.so version 3
09-17 11:10:43.527  7805  7805 D su      : sending code
09-17 11:10:43.530  7634  7634 I appproc : app_process main with argv: /system/bin com.android.commands.am.Am broadcast -n com.android.settings/com.android.settings.cyanogenmod.superuser.SuReceiver --ei binary_version 16 --es from_name shell --es desired_name  --ei uid 2000 --ei desired_uid 0 --es command sh --es action allow --user 0 
09-17 11:10:43.530  7634  7634 D AndroidRuntime: >>>>>> START com.android.internal.os.RuntimeInit uid 0 <<<<<<
09-17 11:10:43.555  7748  7748 I appproc : app_process main with argv: /system/bin com.android.commands.am.Am broadcast -n com.android.settings/com.android.settings.cyanogenmod.superuser.SuReceiver --ei binary_version 16 --es from_name shell --es desired_name  --ei uid 2000 --ei desired_uid 0 --es command sh --es action allow --user 0 
09-17 11:10:43.556  7748  7748 D AndroidRuntime: >>>>>> START com.android.internal.os.RuntimeInit uid 0 <<<<<<
09-17 11:10:43.566  7798  7798 D su      : sending code
09-17 11:10:43.567  7644  7644 I /system/bin/app_process: The ClassLoaderContext is a special shared library.
09-17 11:10:43.567  7644  7644 D nativebridge: PreInitializeNativeBridge name=unknown instruction_set=x86_64
09-17 11:10:43.570  7644  7644 W nativebridge: Failed to bind-mount /data/local/cfg-ynhne/ as /proc/cpuinfo: No such file or directory
09-17 11:10:43.570  7748  7748 E cutils-trace: Error opening trace file: No such file or directory (2)
09-17 11:10:43.571  7796  7796 D su      : Allowing shell.
09-17 11:10:43.580  7802  7802 D su      : Allowing shell.
09-17 11:10:43.610  7730  7730 I /system/bin/app_process: The ClassLoaderContext is a special shared library.
09-17 11:10:43.610  7730  7730 D nativebridge: PreInitializeNativeBridge name=unknown instruction_set=x86_64
09-17 11:10:43.611  7730  7730 W nativebridge: Failed to bind-mount /data/local/cfg-ynhne/ as /proc/cpuinfo: No such file or directory
09-17 11:10:43.611  7730  7730 W nativebridge: Failed to bind-mount /system/lib64/x86_64/cpuinfo as /proc/cpuinfo: No such file or directory
09-17 11:10:43.611  7730  7730 D nativebridge: call UnloadNativeBridge! state=2
09-17 11:10:43.611  7797  7797 D su      : sending code
09-17 11:10:43.614  7748  7748 V libnb   : enter native_bridge2_isCompatibleWith 3
09-17 11:10:43.615  7644  7644 W nativebridge: Failed to bind-mount /system/lib64/x86_64/cpuinfo as /proc/cpuinfo: No such file or directory
09-17 11:10:43.615  7644  7644 D nativebridge: call UnloadNativeBridge! state=2
09-17 11:10:43.620  7806  7806 D su      : su invoked.
09-17 11:10:43.622  7803  7803 D su      : sending code
09-17 11:10:43.624  7634  7634 E cutils-trace: Error opening trace file: No such file or directory (2)
09-17 11:10:43.640  7817  7817 D su      : child exited
09-17 11:10:43.642  7813  7813 D su      : 2000 /system/bin/sh executing 0 sh using binary sh : sh -c dd if=/proc/3856/mem bs=1048576 skip=123963168 count=2 2>/dev/null | grep -qa -o "$(printf "\xa0\x93\xa9\x06\x00\x00\x00\x00")"
09-17 11:10:43.646  7748  7748 I libnb   : Found /system/lib64/libhoudini.so version 3
09-17 11:10:43.646  7827  7827 D su      : child exited
09-17 11:10:43.650  7821  7821 D su      : child exited
09-17 11:10:43.652  7799  7799 D su      : sending code
09-17 11:10:43.654  7556  7556 I appproc : app_process main with argv: /system/bin com.android.commands.am.Am broadcast -n com.android.settings/com.android.settings.cyanogenmod.superuser.SuReceiver --ei binary_version 16 --es from_name shell --es desired_name  --ei uid 2000 --ei desired_uid 0 --es command sh --es action allow --user 0 
09-17 11:10:43.655  7556  7556 D AndroidRuntime: >>>>>> START com.android.internal.os.RuntimeInit uid 0 <<<<<<
09-17 11:10:43.655  7750  7750 I appproc : app_process main with argv: /system/bin com.android.commands.am.Am broadcast -n com.android.settings/com.android.settings.cyanogenmod.superuser.SuReceiver --ei binary_version 16 --es from_name shell --es desired_name  --ei uid 2000 --ei desired_uid 0 --es command sh --es action allow --user 0 
09-17 11:10:43.655  7750  7750 D AndroidRuntime: >>>>>> START com.android.internal.os.RuntimeInit uid 0 <<<<<<
09-17 11:10:43.660  7795  7795 D su      : Allowing shell.
09-17 11:10:43.662  7730  7730 D AndroidRuntime: Calling main entry com.android.commands.am.Am
09-17 11:10:43.668  7750  7750 E cutils-trace: Error opening trace file: No such file or directory (2)
09-17 11:10:43.671  7683  7683 I appproc : app_process main with argv: /system/bin com.android.commands.am.Am broadcast -n com.android.settings/com.android.settings.cyanogenmod.superuser.SuReceiver --ei binary_version 16 --es from_name shell --es desired_name  --ei uid 2000 --ei desired_uid 0 --es command sh --es action allow --user 0 
09-17 11:10:43.671  7683  7683 D AndroidRuntime: >>>>>> START com.android.internal.os.RuntimeInit uid 0 <<<<<<
09-17 11:10:43.671  7644  7644 D AndroidRuntime: Calling main entry com.android.commands.am.Am
09-17 11:10:43.672  1905  1905 W System.err: java.lang.Exception: Toast callstack! strTip=Superuser granted to Shell
09-17 11:10:43.672  1905  1905 W System.err: 	at android.widget.Toast.show(Toast.java:143)
09-17 11:10:43.672  1905  1905 W System.err: 	at com.koushikdutta.superuser.SuReceiver.onReceive(SuReceiver.java:97)
09-17 11:10:43.672  1905  1905 W System.err: 	at android.app.ActivityThread.handleReceiver(ActivityThread.java:3424)
09-17 11:10:43.672  1905  1905 W System.err: 	at android.app.ActivityThread.access$1200(ActivityThread.java:207)
09-17 11:10:43.672  1905  1905 W System.err: 	at android.app.ActivityThread$H.handleMessage(ActivityThread.java:1674)
09-17 11:10:43.672  1905  1905 W System.err: 	at android.os.Handler.dispatchMessage(Handler.java:106)
09-17 11:10:43.672  1905  1905 W System.err: 	at android.os.Looper.loop(Looper.java:193)
09-17 11:10:43.672  1905  1905 W System.err: 	at android.app.ActivityThread.main(ActivityThread.java:6838)
09-17 11:10:43.672  1905  1905 W System.err: 	at java.lang.reflect.Method.invoke(Native Method)
09-17 11:10:43.672  1905  1905 W System.err: 	at com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run(RuntimeInit.java:493)
09-17 11:10:43.672  1905  1905 W System.err: 	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:860)
09-17 11:10:43.674  7556  7556 E cutils-trace: Error opening trace file: No such file or directory (2)
09-17 11:10:43.675  7730  7730 D AndroidRuntime: Shutting down VM
09-17 11:10:43.682  7631  7631 I appproc : app_process main with argv: /system/bin com.android.commands.am.Am broadcast -n com.android.settings/com.android.settings.cyanogenmod.superuser.SuReceiver --ei binary_version 16 --es from_name shell --es desired_name  --ei uid 2000 --ei desired_uid 0 --es command sh --es action allow --user 0 
09-17 11:10:43.683  7631  7631 D AndroidRuntime: >>>>>> START com.android.internal.os.RuntimeInit uid 0 <<<<<<
09-17 11:10:43.686  7730  7840 W /system/bin/app_process: Thread attaching while runtime is shutting down: Binder:7730_2
09-17 11:10:43.686  7730  7840 I AndroidRuntime: NOTE: attach of thread 'Binder:7730_2' failed
09-17 11:10:43.688  7631  7631 E cutils-trace: Error opening trace file: No such file or directory (2)
09-17 11:10:43.690  7683  7683 E cutils-trace: Error opening trace file: No such file or directory (2)
09-17 11:10:43.701  7712  7712 I appproc : app_process main with argv: /system/bin com.android.commands.am.Am broadcast -n com.android.settings/com.android.settings.cyanogenmod.superuser.SuReceiver --ei binary_version 16 --es from_name shell --es desired_name  --ei uid 2000 --ei desired_uid 0 --es command sh --es action allow --user 0 
09-17 11:10:43.701  7712  7712 D AndroidRuntime: >>>>>> START com.android.internal.os.RuntimeInit uid 0 <<<<<<
09-17 11:10:43.701  7743  7743 I appproc : app_process main with argv: /system/bin com.android.commands.am.Am broadcast -n com.android.settings/com.android.settings.cyanogenmod.superuser.SuReceiver --ei binary_version 16 --es from_name shell --es desired_name  --ei uid 2000 --ei desired_uid 0 --es command sh --es action allow --user 0 
09-17 11:10:43.702  7743  7743 D AndroidRuntime: >>>>>> START com.android.internal.os.RuntimeInit uid 0 <<<<<<
09-17 11:10:43.703  7712  7712 E cutils-trace: Error opening trace file: No such file or directory (2)
09-17 11:10:43.708  7809  7809 D su      : child exited
09-17 11:10:43.708  7811  7811 D su      : 2000 /system/bin/sh executing 0 sh using binary sh : sh -c dd if=/proc/3856/mem bs=1048576 skip=123963686 count=4 2>/dev/null | grep -qa -o "$(printf "\xa0\x93\xa9\x06\x00\x00\x00\x00")"
