16424 22:30:19.237195 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000013>
16424 22:30:52.691169 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000044>
16424 22:30:52.724341 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000039>
16424 22:30:52.757591 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000059>
16424 22:30:52.791031 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000093>
16424 22:30:52.823673 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000092>
16424 22:30:52.855874 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000039>
16424 22:30:52.888441 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000038>
16424 22:30:52.921604 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000077>
16424 22:30:52.954411 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000040>
16424 22:30:52.987127 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000039>
16424 22:30:53.020612 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000036>
16424 22:30:53.053344 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000046>
16424 22:30:53.086761 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000043>
16424 22:30:53.119469 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000043>
16424 22:30:53.152280 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000027>
16424 22:30:53.184689 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000042>
16424 22:30:53.218274 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000102>
16424 22:30:53.251270 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000035>
16424 22:30:53.284636 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000036>
16424 22:30:53.317962 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000047>
16424 22:30:53.350627 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000058>
16424 22:30:53.383702 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000099>
16424 22:30:53.416762 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000054>
16424 22:30:53.449921 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000047>
16424 22:30:53.482419 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000050>
16424 22:30:53.515259 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000051>
16424 22:30:53.548047 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000037>
16424 22:30:53.581272 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000064>
16424 22:30:53.614587 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000064>
16424 22:30:53.647757 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000036>
16424 22:30:53.681213 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000035>
16424 22:30:53.714494 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000034>
16424 22:30:53.747977 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000055>
16424 22:30:53.781058 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000053>
16424 22:30:53.814483 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000035>
16424 22:30:53.847723 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000039>
16424 22:30:53.880916 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000038>
16424 22:30:53.914358 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000041>
16424 22:30:53.946805 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000037>
16424 22:30:53.980357 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000037>
16424 22:30:54.013638 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000055>
16424 22:30:54.046108 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000035>
16424 22:30:54.079358 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000036>
16424 22:30:54.112645 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000037>
16424 22:30:54.145989 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000033>
16424 22:30:54.179158 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000051>
16424 22:30:54.211764 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000059>
16424 22:30:54.245095 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000049>
16424 22:30:54.278226 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000040>
16424 22:30:54.311359 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000035>
16424 22:30:54.344660 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000039>
16424 22:30:54.377800 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000038>
16424 22:30:54.411151 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000037>
16424 22:30:54.444240 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000035>
16424 22:30:54.477403 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000034>
16424 22:30:54.510525 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000034>
16424 22:30:54.543786 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000034>
16424 22:30:54.576897 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000047>
16424 22:30:54.610281 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000037>
16424 22:30:54.643526 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000038>
16424 22:30:54.676618 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000042>
16424 22:30:54.709833 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000038>
16424 22:30:54.742956 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000035>
16424 22:30:54.775880 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000035>
16424 22:30:54.809202 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000042>
16424 22:30:54.842576 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000047>
16424 22:30:54.875241 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000037>
16424 22:30:54.908600 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000042>
16424 22:30:54.941942 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000039>
16424 22:30:54.975388 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000053>
16424 22:30:55.008560 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000050>
16424 22:30:55.041765 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000037>
16424 22:30:55.074979 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000038>
16424 22:30:55.108052 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000040>
16424 22:30:55.141301 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000062>
16424 22:30:55.173935 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000043>
16424 22:30:55.207034 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000036>
16424 22:30:55.240156 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000035>
16424 22:30:55.273439 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000035>
16424 22:30:55.306754 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000046>
16424 22:30:55.339633 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000047>
16424 22:30:55.372793 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000047>
16424 22:30:55.405663 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000458>
16424 22:30:55.438550 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000073>
16424 22:30:55.471303 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000046>
16424 22:30:55.504555 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000035>
16424 22:30:55.537800 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000034>
16424 22:30:55.571259 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000037>
16424 22:30:55.604552 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000040>
16424 22:30:55.637972 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000036>
16424 22:30:55.671206 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000037>
16424 22:30:55.704047 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000040>
16424 22:30:55.736441 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000036>
16424 22:30:55.769533 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000035>
16424 22:30:55.802242 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000033>
16424 22:30:55.834950 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000042>
16424 22:30:55.868164 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000048>
16424 22:30:55.901995 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000046>
16424 22:30:55.934440 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000039>
16424 22:30:55.967604 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000036>
16424 22:30:56.001093 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000035>
16424 22:30:56.034219 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000054>
16424 22:30:56.066859 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000046>
16424 22:30:56.099782 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000066>
16424 22:30:56.132332 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000069>
16424 22:30:56.164956 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000045>
16424 22:30:56.198456 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000059>
16424 22:30:56.231064 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000044>
16424 22:30:56.263609 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000035>
16424 22:30:56.296923 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000047>
16424 22:30:56.329518 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000052>
16424 22:30:56.362855 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000037>
16424 22:30:56.397451 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000041>
16424 22:30:56.429110 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000037>
16583 22:30:56.450794 socket(AF_UNIX, SOCK_STREAM|SOCK_CLOEXEC, 0) = 197 <0.000081>
16583 22:30:56.450942 setsockopt(197, SOL_SOCKET, SO_REUSEADDR, [1], 4) = 0 <0.000031>
16583 22:30:56.451023 connect(197, {sa_family=AF_UNIX, sun_path="/dev/socket/dnsproxyd"}, 110) = 0 <0.000082>
18884 22:30:56.461648 getsockopt(198, SOL_SOCKET, SO_ERROR, 0x7638551014ec, [4]) = -1 ENOTSOCK (Socket operation on non-socket) <0.000023>
16424 22:30:56.462231 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000193>
18884 22:30:56.462472 getsockopt(198, SOL_SOCKET, SO_ERROR, 0x7638551014fc, [4]) = -1 ENOTSOCK (Socket operation on non-socket) <0.000027>
18886 22:30:56.473907 socket(AF_UNIX, SOCK_STREAM|SOCK_CLOEXEC, 0) = 198 <0.000020>
18886 22:30:56.473955 setsockopt(198, SOL_SOCKET, SO_REUSEADDR, [1], 4) = 0 <0.000004>
18886 22:30:56.473977 connect(198, {sa_family=AF_UNIX, sun_path="/dev/socket/dnsproxyd"}, 110) = 0 <0.000053>
16424 22:30:56.495093 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000036>
16424 22:30:56.528211 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000043>
16424 22:30:56.561487 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000036>
16424 22:30:56.594772 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000038>
16424 22:30:56.627839 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000043>
16424 22:30:56.661107 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000036>
16582 22:30:56.688984 socket(AF_UNIX, SOCK_STREAM|SOCK_CLOEXEC, 0 <unfinished ...>
16583 22:30:56.689101 socket(AF_INET, SOCK_STREAM, IPPROTO_TCP <unfinished ...>
16582 22:30:56.689121 <... socket resumed> ) = 197 <0.000116>
16582 22:30:56.689140 setsockopt(197, SOL_SOCKET, SO_REUSEADDR, [1], 4 <unfinished ...>
16583 22:30:56.689154 <... socket resumed> ) = 238 <0.000047>
16582 22:30:56.689167 <... setsockopt resumed> ) = 0 <0.000016>
16582 22:30:56.689257 connect(197, {sa_family=AF_UNIX, sun_path="/dev/socket/dnsproxyd"}, 110 <unfinished ...>
16583 22:30:56.689315 socket(AF_UNIX, SOCK_STREAM|SOCK_CLOEXEC, 0 <unfinished ...>
16582 22:30:56.689331 <... connect resumed> ) = 0 <0.000068>
16583 22:30:56.689362 <... socket resumed> ) = 239 <0.000043>
16583 22:30:56.689389 connect(239, {sa_family=AF_UNIX, sun_path="/dev/socket/fwmarkd"}, 110) = 0 <0.000034>
16583 22:30:56.689504 sendmsg(239, {msg_name=NULL, msg_namelen=0, msg_iov=[{iov_base="\1\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0", iov_len=16}, {iov_base=NULL, iov_len=0}], msg_iovlen=2, msg_control=[{cmsg_len=20, cmsg_level=SOL_SOCKET, cmsg_type=SCM_RIGHTS, cmsg_data=[238]}], msg_controllen=24, msg_flags=0}, 0) = 16 <0.003508>
16583 22:30:56.695523 recvfrom(239, "\0\0\0\0", 4, 0, NULL, NULL) = 4 <0.000023>
16583 22:30:56.695719 connect(238, {sa_family=AF_INET, sin_port=htons(443), sin_addr=inet_addr("23.8.155.2")}, 16 <unfinished ...>
16424 22:30:56.695808 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000008>
16583 22:30:56.696768 <... connect resumed> ) = 0 <0.001034>
16583 22:30:56.696874 socket(AF_UNIX, SOCK_STREAM|SOCK_CLOEXEC, 0) = 239 <0.000225>
16583 22:30:56.697196 connect(239, {sa_family=AF_UNIX, sun_path="/dev/socket/fwmarkd"}, 110) = 0 <0.000089>
16583 22:30:56.697339 sendmsg(239, {msg_name=NULL, msg_namelen=0, msg_iov=[{iov_base="\6\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0", iov_len=16}, {iov_base="\0\0\0\0\1\0\0\0\2\0\1\273\27\10\233\2\0\0\0\0\0\0\0\0\340\251\262\16\0\0\0\0"..., iov_len=36}], msg_iovlen=2, msg_control=[{cmsg_len=20, cmsg_level=SOL_SOCKET, cmsg_type=SCM_RIGHTS, cmsg_data=[238]}], msg_controllen=24, msg_flags=0}, 0) = 52 <0.000031>
16583 22:30:56.697452 recvfrom(239, "\0\0\0\0", 4, 0, NULL, NULL) = 4 <0.000048>
16583 22:30:56.698773 getsockopt(238, SOL_SOCKET, SO_TYPE, [1], [4]) = 0 <0.000043>
16583 22:30:56.698980 getpeername(238, {sa_family=AF_INET, sin_port=htons(443), sin_addr=inet_addr("23.8.155.2")}, [16]) = 0 <0.000045>
16424 22:30:56.728271 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000006>
16424 22:30:56.761508 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000007>
16582 22:30:56.775217 socket(AF_INET, SOCK_STREAM, IPPROTO_TCP) = 197 <0.000033>
16582 22:30:56.775373 socket(AF_UNIX, SOCK_STREAM|SOCK_CLOEXEC, 0) = 238 <0.000023>
16582 22:30:56.775424 connect(238, {sa_family=AF_UNIX, sun_path="/dev/socket/fwmarkd"}, 110) = 0 <0.000048>
16582 22:30:56.775504 sendmsg(238, {msg_name=NULL, msg_namelen=0, msg_iov=[{iov_base="\1\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0", iov_len=16}, {iov_base=NULL, iov_len=0}], msg_iovlen=2, msg_control=[{cmsg_len=20, cmsg_level=SOL_SOCKET, cmsg_type=SCM_RIGHTS, cmsg_data=[197]}], msg_controllen=24, msg_flags=0}, 0) = 16 <0.000025>
16582 22:30:56.775611 recvfrom(238, "\0\0\0\0", 4, 0, NULL, NULL) = 4 <0.000024>
16582 22:30:56.775698 connect(197, {sa_family=AF_INET, sin_port=htons(80), sin_addr=inet_addr("8.221.190.190")}, 16) = 0 <0.000761>
16582 22:30:56.776490 socket(AF_UNIX, SOCK_STREAM|SOCK_CLOEXEC, 0) = 238 <0.000034>
16582 22:30:56.776539 connect(238, {sa_family=AF_UNIX, sun_path="/dev/socket/fwmarkd"}, 110) = 0 <0.000035>
16582 22:30:56.776589 sendmsg(238, {msg_name=NULL, msg_namelen=0, msg_iov=[{iov_base="\6\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0", iov_len=16}, {iov_base="\0\0\0\0\1\0\0\0\2\0\0P\10\335\276\276\0\0\0\0\0\0\0\0\340\251\262\16\0\0\0\0"..., iov_len=36}], msg_iovlen=2, msg_control=[{cmsg_len=20, cmsg_level=SOL_SOCKET, cmsg_type=SCM_RIGHTS, cmsg_data=[197]}], msg_controllen=24, msg_flags=0}, 0) = 52 <0.000028>
16582 22:30:56.776634 recvfrom(238, "\0\0\0\0", 4, 0, NULL, NULL) = 4 <0.000084>
16582 22:30:56.776945 sendto(197, "POST / HTTP/1.1\r\nAccept-Encoding"..., 784, 0, NULL, 0) = 784 <0.000073>
16582 22:30:56.777217 recvfrom(197, "HTTP/1.0 200 OK\r\nServer: BaseHTT"..., 8192, 0, NULL, NULL) = 180 <0.001162>
16424 22:30:56.794250 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000010>
16424 22:30:56.826966 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000009>
16424 22:30:56.859659 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000007>
16424 22:30:56.892137 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000007>
16424 22:30:56.924727 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000009>
16424 22:30:56.957286 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000006>
16424 22:30:56.990673 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000008>
16424 22:30:57.023325 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000007>
16424 22:30:57.055878 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000008>
16424 22:30:57.089226 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000006>
16424 22:30:57.121718 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000007>
16424 22:30:57.154264 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000007>
16424 22:30:57.186717 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000007>
16424 22:30:57.219361 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000008>
16424 22:30:57.252406 recvfrom(181, 0x76384c9f4160, 1472, 0, 0x76388bd9d7e8, [128]) = -1 EAGAIN (Try again) <0.000005>
